M?,Tàn,Tàn Ti?ng Anh,C?p,Ngh? ??nh,Ghi ch£,M? TP,T?nh / ThÖnh Ph?
20722,X? KhÉm ??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n KhÉm ??c thÖnh x? KhÉm ??c, h?p nh?t th? tr?n KhÉm ??c vÖ x? Ph??c XuÉn. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20728,X? Ph??c Hi?p,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Ph??c Hïa vÖ x? Ph??c Hi?p . B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20734,X? Ph??c N?ng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Ph??c ??c, Ph??c M? vÖ Ph??c N?ng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20740,X? Ph??c Ch†nh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Ph??c Cìng vÖ x? Ph??c Ch†nh. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20752,X? Ph??c ThÖnh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t c†c x? Ph??c L?c, Ph??c Kim vÖ Ph??c ThÖnh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20767,X? Vi?t An,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh LÉm thÖnh x? Vi?t Nam, h?p nh?t c†c x? Th?ng Ph??c, Bçnh S?n, Qu? Th? vÖ Bçnh LÉm. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20770,X? Ph??c TrÖ,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Sìng TrÖ thÖnh x? Ph??c TrÖ, h?p nh?t c†c x? Sìng TrÖ, Ph??c Gia vÖ Ph??c TrÖ. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20779,X? Hi?p ??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n TÉn Bçnh thÖnh x? Hi?p ??c, h?p nh?t th? tr?n TÉn Bçnh, x? Qu? TÉn vÖ x? Qu? L?u. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20791,X? Th?ng Bçnh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n HÖ Lam thÖnh x? Th?ng Bçnh, h?p nh?t th? tr?n HÖ Lam vÖ c†c x? Bçnh Nguyàn, Bçnh Qu?, Bçnh Ph?c . B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20794,X? Th?ng An,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh D??ng thÖnh x? Th?ng An, h?p nh?t c†c x? Bçnh Tri?u, Bçnh Giang, Bçnh ?Öo, Bçnh Minh vÖ Bçnh D??ng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20818,X? ??ng D??ng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Tr? thÖnh x? ??ng D??ng, h?p nh?t c†c x? Bçnh L?nh, Bçnh Tr? vÖ Bçnh ??nh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20827,X? Th?ng Ph£,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Ph£ thÖnh x? Th?ng Ph£, h?p nh?t x? Bçnh Ph£ vÖ x? Bçnh Qu?. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20836,X? Th?ng Tr??ng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Sa thÖnh x? Th?ng Tr??ng, h?p nh?t c†c x? Bçnh Nam, Bçnh H?i vÖ Bçnh Sa. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20848,X? Th?ng ?i?n,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Trung thÖnh x? Th?ng ?i?n, h?p nh?t c†c x? Bçnh An, Bçnh Trung vÖ Bçnh T£. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20854,X? Tiàn Ph??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh, ??i tàn t? th? tr?n Tiàn K? thÖnh x? Tiàn Ph??c, h?p nh?t th? tr?n Tiàn K? vÖ  c†c x? Tiàn M?, Tiàn Phong, Tiàn Th?. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20857,X? S?n C?m HÖ,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tiàn S?n thÖnh x? S?n C?m HÖ, h?p nh?t c†c x? Tiàn S?n, Tiàn HÖ vÖ Tiàn ChÉu. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20875,X? L?nh Ng?c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tiàn Hi?p thÖnh x? L?nh Ng?c, h?p nh?t c†c x? Tiàn L?nh, Tiàn Ng?c vÖ Tiàn Hi?p. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20878,X? Th?nh Bçnh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tiàn C?nh thÖnh x? Th?nh Bçnh, h?p nh?t c†c x? Tiàn L?p, Tiàn L?c, Tiàn An vÖ Tiàn C?nh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20900,X? TrÖ My,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ S?n thÖnh x? TrÖ My, h?p nh?t th? tr?n TrÖ My vÖ c†c x? TrÖ S?n, TrÖ Giang, TrÖ D??ng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20908,X? TrÖ Liàn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ ?ìng thÖnh x? TrÖ Liàn, h?p nh?t c†c x? TrÖ ?ìng, TrÖ N£ vÖ TrÖ K¢t. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20920,X? TrÖ ??c,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TrÖ Bui vÖ x? TrÖ ??c. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20923,X? TrÖ TÉn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TrÖ Gi†c vÖ x? TrÖ TÉn. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20929,X? TrÖ Gi†p,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TrÖ Ka vÖ x? TrÖ Gi†p. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20938,X? TrÖ Leng,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ D?n thÖnh x? TrÖ Leng, h?p nh?t x? TrÖ D?n vÖ x? TrÖ Leng. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20941,X? TrÖ T?p,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TrÖ Cang vÖ x? TrÖ T?p. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20944,X? Nam TrÖ My,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ Mai thÖnh x? Nam TrÖ My, h?p nh?t x? TrÖ Mai vÖ x? TrÖ Don. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20950,X? TrÖ Linh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TrÖ Nam vÖ x? TrÖ Linh. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20959,X? TrÖ VÉn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? TrÖ Vinh vÖ x? TrÖ VÉn. B? c?p huy?n,48,ThÖnh ph? ?Ö N?ng
20965,X? N£i ThÖnh,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i lo?i hçnh t? th? tr?n N£i ThÖnh thÖnh x? N£i ThÖnh, h?p nh?t th? tr?n N£i ThÖnh vÖ c†c x? Tam Quang, Tam Ngh?a, Tam Hi?p, Tam Giang. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20971,X? Tam XuÉn,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam XuÉn II thÖnh x? Tam XuÉn, h?p nh?t c†c x? Tam XuÉn I, x? Tam XuÉn II vÖ Tam Ti?n. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20977,X? ??c Ph£,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam S?n thÖnh x? ??c Ph£, h?p nh?t x? Tam S?n vÖ x? Tam Th?nh. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20984,X? Tam Anh,Tam Anh Nam commune,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam Anh Nam thÖnh x? Tam Anh, h?p nh?t x? Tam Hïa, Tam Anh B?c vÖ Tam Anh Nam. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
20992,X? Tam H?i,,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"Gi? nguyàn, khìng s?p x?p. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
21004,X? Tam M?,Tam My Tay commune,X?,S?: 1659/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Tam M? TÉy thÖnh x? Tam M?, h?p nh?t c†c x? Tam M? ?ìng, Tam M? TÉy vÖ Tam TrÖ. B? c?p huy?n",48,ThÖnh ph? ?Ö N?ng
21025,Ph??ng C?m ThÖnh,,Ph??ng,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Nguy?n Nghiàm thÖnh ph??ng C?m ThÖnh vÖ h?p nh?t ph??ng Nguy?n Nghiàm, ph??ng Tr?n H?ng ??o, ph??ng Ngh?a Ch†nh vÖ ph??ng Ch†nh L? thÖnh ph??ng C?m ThÖnh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21028,Ph??ng Ngh?a L?,,Ph??ng,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Là H?ng Phong, ph??ng Tr?n Ph£, ph??ng Qu?ng Ph£ vÖ ph??ng Ngh?a L? thÖnh ph??ng Ngh?a L?. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21034,X? An Ph£,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ngh?a D?ng thÖnh x? An Ph£ vÖ h?p nh?t x? Ngh?a HÖ, x? Ngh?a D?ng, x? Ngh?a D?ng vÖ x? An Ph£. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21040,X? Bçnh S?n,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n ChÉu ? thÖnh x? Bçnh S?n vÖ h?p nh?t th? tr?n ChÉu ? vÖ c†c x? Bçnh Th?nh, x? Bçnh Ch†nh, x? Bçnh D??ng, x? Bçnh Nguyàn, x? Bçnh Trung, x? Bçnh Long. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21061,X? V?n T??ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh Tr? thÖnh x? V?n T??ng vÖ h?p nh?t x? Bçnh Thu?n, x? Bçnh ?ìng, x? Bçnh Tr?, x? Bçnh H?i, x? Bçnh Hïa vÖ x? Bçnh Ph??c. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21085,X? Bçnh Minh,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Bçnh Kh??ng, x? Bçnh An vÖ x? Bçnh Minh thÖnh x? Bçnh Minh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21100,X? Bçnh Ch??ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Bçnh M? vÖ x? Bçnh Ch??ng thÖnh x? Bçnh Ch??ng. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21109,X? ?ìng S?n,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Bçnh TÉn Ph£ thÖnh x? ?ìng S?n vÖ h?p nh?t x? Bçnh Hi?p, x? Bçnh Thanh, x? Bçnh TÉn Ph£, x? Bçnh ChÉu vÖ x? T?nh Hïa. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21115,X? TrÖ B?ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? th? tr?n TrÖ XuÉn thÖnh x? TrÖ B?ng vÖ h?p nh?t th? tr?n TrÖ XuÉn, x? TrÖ S?n vÖ x? TrÖ Th?y. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21124,X? Thanh B?ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ Hi?p thÖnh x? Thanh B?ng vÖ h?p nh?t x? TrÖ LÉm, x? TrÖ Hi?p vÖ x? TrÖ Thanh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21127,X? ?ìng TrÖ B?ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ Bçnh thÖnh x? ?ìng TrÖ B?ng vÖ h?p nh?t x? TrÖ Bçnh, TrÖ Ph£ vÖ TrÖ Giang. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21136,X? CÖ ?am,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,??i tàn t? x? TrÖ TÉn thÖnh x? CÖ ?am vÖ h?p nh?t x? TrÖ TÉn vÖ m?t ph?n x? TrÖ Bói. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21154,X? TÉy TrÖ,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? TrÖ Phong thÖnh x? TÉy TrÖ vÖ h?p nh?t x? S?n TrÖ, x? TrÖ Phong vÖ x? TrÖ Xinh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21157,X? TÉy TrÖ B?ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? H??ng TrÖ thÖnh x? TÉy TrÖ B?ng vÖ h?p nh?t x? H??ng TrÖ, x? TrÖ TÉy vÖ ph?n cïn l?i c?a x? TrÖ Bói. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21172,Ph??ng Tr??ng Quang Tr?ng,,Ph??ng,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t ph??ng Tr??ng Quang Tr?ng vÖ c†c x? T?nh ?n TÉy, x? T?nh ?n ?ìng, x? T?nh An thÖnh ph??ng Tr??ng Quang Tr?ng. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21181,X? Th? Phong,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? T?nh Phong vÖ x? T?nh Th? thÖnh x? Th? Phong. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21196,X? Tr??ng Giang,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? T?nh ?ìng thÖnh x? Tr??ng Giang vÖ h?p nh?t x? T?nh Giang, x? T?nh ?ìng vÖ x? T?nh Minh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21205,X? Ba Gia,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? T?nh B?c thÖnh x? Ba Gia vÖ h?p nh?t x? T?nh B?c, x? T?nh Hi?p vÖ x? T?nh TrÖ. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21211,X? T?nh Khà,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? T?nh K?, x? T?nh ChÉu, x? T?nh Long, x? T?nh Thi?n vÖ x? T?nh Khà thÖnh x? T?nh Khà. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21220,X? S?n T?nh,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n S?n T?nh thÖnh x? S?n T?nh vÖ h?p nh?t th? tr?n T?nh HÖ, x? T?nh Bçnh vÖ x? T?nh S?n. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21235,X? T? Ngh?a,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n La HÖ thÖnh x? T? Ngh?a vÖ h?p nh?t th? tr?n La HÖ vÖ c†c x? Ngh?a Trung, x? Ngh?a Th??ng, x? Ngh?a Hïa. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21238,X? V? Giang,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Sìng V? thÖnh x? V? Giang vÖ h?p nh?t th? tr?n Sìng V?, x? Ngh?a Hi?p vÖ x? Ngh?a Ph??ng. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21244,X? TrÖ Giang,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ngh?a Th?ng thÖnh x? TrÖ Giang vÖ h?p nh?t x? Ngh?a S?n, x? Ngh?a LÉm vÖ x? Ngh?a Th?ng thÖnh x? TrÖ Giang. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21250,X? Ngh?a Giang,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Ngh?a K? thÖnh x? Ngh?a Giang vÖ h?p nh?t x? Ngh?a Thu?n, x? Ngh?a K? vÖ x? Ngh?a ?i?n thÖnh x? Ngh?a Giang. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21289,X? S?n HÖ,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Di L?ng thÖnh x? S?n HÖ vÖ h?p nh?t th? tr?n Di L?ng, x? S?n Bao vÖ x? S?n Th??n. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21292,X? S?n H?,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? S?n ThÖnh, S?n Nham vÖ S?n H? thÖnh x? S?n H?. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21307,X? S?n Linh,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n Giang thÖnh x? S?n Linh vÖ h?p nh?t x? S?n Giang, x? S?n Cao vÖ x? S?n Linh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21319,X? S?n Th?y,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n H?i thÖnh x? S?n Th?y vÖ h?p nh?t x? S?n Trung, x? S?n H?i vÖ x? S?n Th?y. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21325,X? S?n K?,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? S?n Ba vÖ x? S?n K? thÖnh x? S?n K?. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21334,X? S?n TÉy Th??ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n Móa thÖnh x? S?n TÉy Th??ng vÖ h?p nh?t x? S?n Móa, x? S?n Liàn vÖ x? S?n Bua. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21340,X? S?n TÉy,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n Dung thÖnh x? S?n TÉy vÖ h?p nh?t x? S?n Long, x? S?n TÉn vÖ x? S?n Dung. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21343,X? S?n TÉy H?,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? S?n Tinh thÖnh x? S?n TÉy H? vÖ h?p nh?t x? S?n Tinh, x? S?n L?p vÖ x? S?n MÖu. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21349,X? S?n Mai,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Long Mai vÖ x? Long S?n thÖnh x? S?n Mai. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21361,X? Minh Long,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? Long Hi?p thÖnh x? Minh Long vÖ h?p nh?t x? Long Hi?p, x? Thanh An vÖ x? Long Mìn. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21364,X? Ngh?a HÖnh,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Ch? Chóa thÖnh x? Ngh?a HÖnh vÖ h?p nh?t th? tr?n Ch? Chóa, x? HÖnh Thu?n vÖ x? HÖnh Trung. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21370,X? Ph??c Giang,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? HÖnh D?ng thÖnh x? Ph??c Giang vÖ h?p nh?t x? HÖnh D?ng, HÖnh NhÉn vÖ HÖnh Minh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21385,X? ?çnh C??ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? HÖnh Ph??c thÖnh x? ?çnh C??ng vÖ h?p nh?t x? HÖnh ??c, x? HÖnh Ph??c vÖ x? HÖnh Th?nh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21388,X? Thi?n T°n,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? HÖnh Thi?n thÖnh x? Thi?n T°n vÖ h?p nh?t x? HÖnh Thi?n, x? HÖnh T°n TÉy vÖ x? HÖnh T°n ?ìng. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21400,X? M? ??c,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n M? ??c thÖnh x? M? ??c vÖ h?p nh?t th? tr?n M? ??c vÖ c†c x? ??c Hïa, x? ??c Ph£, x? ??c TÉn. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21409,X? Long Ph?ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??c Nhu?n thÖnh x? Long Ph?ng vÖ h?p nh?t x? Th?ng L?i, x? ??c Nhu?n vÖ x? ??c Hi?p. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21421,X? M? CÖy,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? x? ??c Th?nh thÖnh x? M? CÖy vÖ h?p nh?t x? ??c Ch†nh, x? ??c Th?nh vÖ x? ??c Minh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21433,X? LÉn Phong,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? ??c Phong vÖ x? ??c LÉn thÖnh x? LÉn Phong. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21439,Ph??ng ??c Ph?,,Ph??ng,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Nguy?n Nghiàm thÖnh ph??ng ??c Ph? vÖ h?p nh?t ph??ng Ph? Hïa, ph??ng Nguy?n Nghiàm, ph??ng Ph? Minh, ph??ng Ph? Vinh vÖ ph??ng Ph? Ninh. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21451,Ph??ng TrÖ CÉu,,Ph??ng,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"??i tàn t? ph??ng Ph? V?n thÖnh ph??ng TrÖ CÉu vÖ h?p nh?t ph??ng Ph? V?n, ph??ng Ph? Quang, x? Ph? An vÖ x? Ph? Thu?n. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21457,X? Nguy?n Nghiàm,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,??i tàn t? x? Ph? Nh?n thÖnh x? Nguy?n Nghiàm vÖ h?p nh?t x? Ph? Nh?n vÖ x? Ph? Phong. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21472,X? Kh†nh C??ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,??i tàn t? x? Ph? C??ng thÖnh x? Kh†nh C??ng vÖ h?p nh?t x? Ph? Kh†nh vÖ x? Ph? C??ng. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21478,Ph??ng Sa Hu?nh,,Ph??ng,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,??i tàn t? ph??ng Ph? Th?nh thÖnh ph??ng Sa Hu?nh vÖ h?p nh?t ph??ng Ph? Th?nh vÖ x? Ph? ChÉu. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21484,X? Ba T?,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"Thay ??i lo?i hçnh. ??i tàn t? th? tr?n Ba T? thÖnh x? Ba T? vÖ h?p nh?t th? tr?n Ba T?, x? Ba Cung vÖ x? Ba B°ch. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21490,X? Ba Vinh,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Ba ?i?n vÖ x? Ba Vinh thÖnh x? Ba Vinh. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21496,X? Ba ??ng,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Ba Liàn, x? Ba ThÖnh vÖ x? Ba ??ng thÖnh x? Ba ??ng. B? c?p huy?n",51,T?nh Qu?ng Ng?i
21499,X? Ba Dinh,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,H?p nh?t x? Ba Giang vÖ x? Ba Dinh thÖnh x? Ba Dinh. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21520,X? ??ng Thóy TrÉm,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,??i tàn t? x? Ba Trang thÖnh x? ??ng Thóy TrÉm vÖ h?p nh?t x? Ba Trang vÖ x? Ba KhÉm thÖnh x? ??ng Thóy TrÉm. B? c?p huy?n,51,T?nh Qu?ng Ng?i
21523,X? Ba Tì,,X?,S?: 1677/NQ-UBTVQH15; NgÖy: 16/06/2025,"H?p nh?t x? Ba L?, Ba Nam vÖ Ba Tì thÖnh x? Ba Tì. B? c?p huy?n",51,T?nh Qu?ng Ng?i
